,name,url,loca,entre,info
903,Softomotive,https://www.softomotive.com,Endeavor Greece ,"          Argyris Kaninis ,           Marios Stavropoulos  ","Softomotive provides Robotic Process Automation (RPA) products and services. The company was acquired by Microsoft in 2020.
"
904,Softruck,https://www.softruck.com,Endeavor Uruguay ,"          Marcelo Lapi Cruz ,           Andre Bueno ,           Catalina Prevett Vera ","Softruck develops mobile fleet monitoring solutions across South America, focusing on real-time visibility using AI-enabled software. 
"
905,SolarizEgypt,http://www.solarizegypt.com,Endeavor Egypt ,          Yaseen Abdel-Ghaffar ,"SolarizEgypt finances, designs, installs, and commissions PV solar power plants for commercial, industrial, and residential electricity consumers.
"
906,Solfácil,https://landing.solfacil.com.br/,Endeavor Brazil ,"          Fabio Carrara ,           Guillaume Tiret ","Solfácil is a renewable energy investment platform that allows individuals to invest in solar energy. The company’s mission is to democratize access to solar energy across Brazil. It is the first verticalized lending company in this space in Brazil and the third-largest financing player for solar energy in the country.
"
907,Solinftec,http://www.solinftec.com,Endeavor Brazil ,"          Britaldo Hernandez ,           Anselmo Del Toro Arce ,           Rodrigo Iafelice dos Santos ","Solinftec has developed a set of tech-solutions, including proprietary hardware, telemetry communications, and a SaaS platform, that help farmers track and monitor the progress of their operations.
"
908,SoLo Funds,https://www.solofunds.com/,Endeavor Louisville ,          Travis Holoway ,"SoLo Funds is a peer-to-peer lending marketplace for micro loans.
"
909,Solubio,http://www.solubio.agr.br,Endeavor Brazil ,"          Alber Guedes ,           Maurício Schneider ","Solubio provides on-farm biological management for farmers, enabling them to produce their own biological pesticides on site and reduce costs.
"
910,Soona,https://soona.co/,Endeavor Colorado ,          Liz Giorgi ,"soona is the content creation platform for commerce. Their innovative virtual product photography studio makes it easy and affordable for e-commerce & retail companies to launch and scale their brand. The company enables e-commerce vendors to book photo shoots, attend them virtually, and receive high-quality content in as little as 24 hours.
"
911,SOS Asistencia,https://www.sosasistencia.com/,Endeavor Colombia ,"          Tatiana Arcila ,           Andres Arcila ,           Esteban Arcila ","SOS Asistencia offers assistance services for home insurance providers, retailers, businesses, and individuals. 
"
912,SosTariffe,https://www.sostariffe.it/,Endeavor Italy ,"          Giuliano Messina ,           Alberto Mazzetti ","SosTariffe is a price comparison website in Italy across 12 service categories including broadband, utilities and insurance. The company was acquired by Mutuionline in 2020.
"
913,Soundreef,http://www.soundreef.com/en/,Endeavor Italy ,          Davide d'Atri ,"Soundreef is the first private European company that collects and distributes music royalties on behalf of artists and publishers. 
"
914,Souqalmal,https://www.souqalmal.com,Endeavor UAE ,          Ambareen Musa ,"Souqalmal is a financial comparison site, enabling consumers to compare credit cards, personal loans, insurance plans, mortgages, mobile phone plans, and car loans.
"
915,Spacelift,https://spacelift.io/,Endeavor Poland,          Pawel Hytry ,"Spacelift is a highly flexible platform that integrates with popular Infrastructure as Code (IaC) management tools such as Terraform, Cloudformation, Pulumi, and Kubernetes. It allows teams to automate cloud infrastructure management, promising automation of manual tasks, fewer errors, and improved infrastructure security and audibility.
"
916,SPARK Schools,http://www.sparkschools.co.za,Endeavor South Africa ,          Stacey Brewer ,"SPARK Schools provides transformational education innovation through a blended learning model, which elevates student achievement and provides the tools teachers need to serve their students effectively.
"
917,Spira,http://www.grupospira.com/,Endeavor Colombia ,          Juan Carlos Paris ,"Grupo Spira is a professional services firm offering tailored employee training programs focused on performance improvement rather than knowledge acquisition.
"
918,Spotahome,https://www.spotahome.com/,Endeavor Spain ,          Alejandro Artacho  ,"Spotahome is a mid- to long-term residential rentals platform using exclusively online viewings, saving tenants and property owners time and money.
"
919,Spotawheel,https://www.spotawheel.gr/,Endeavor Greece ,          Charis Arvanitis ,"Spotawheel is a full-stack e-commerce platform for used cars, offering quality inventory and a transparent customer experience to typically underserved, value-sensitive customers.
"
920,Sprout,http://sprout.ph/,Endeavor Philippines ,"          Patrick Gentry ,           Alexandria Gentry ","Sprout Solutions is an HR and Payroll B2B SaaS company focused on addressing nuances in emerging markets.
"
921,STATUM,https://www.statum.biz/statum/,Endeavor Uruguay ,"          Álvaro Lozano ,           Sebastián Schickendantz ","Statum is a software development company providing consulting and outsourcing services, with special focus on Business Process Management (BPM).
"
922,Storm,http://storm.tech/Home/,Endeavor Philippines ,          Peter Cauton ,"STORM is a flexible benefits and employee incentives firm. They combine proven HR and organizational philosophies along with cutting-edge workplace solutions.
"
923,Streamline Media Group,https://www.streamline-studios.com/,Endeavor Malaysia ,          Alexander Fernandez ,"Streamline Studios is a game developer and leader in premium external development services for the video games industry.
"
924,SunCulture,http://sunculture.com/,Endeavor Kenya ,          Samir Ibrahim ,"SunCulture provides solar-powered drip irrigation systems intended to save water and generate clean electricity in emerging markets. 
"
925,Swap,http://swapme.mx/,Endeavor Mexico ,"          Jeronimo Gonzalez ,           Bruno Ramos ","Swap is Mexico’s most-used digital peer-to-peer (P2P) payments platform, as well as a facilitator of mass cash disbursements for business clients.
"
926,SweepSouth,https://sweepsouth.com/,Endeavor South Africa ,,"SweepSouth is a platform that connects consumers to on-demand home cleaning, gardening, moving and maintenance services with verified providers.
"
927,Sweetwater Energy,https://www.sweetwater.us/,Endeavor Western New York ,"          Arunas Chesonis ,           Algimantas (Al) Chesonis ,           Jack Baron ,           Scott Tudman ","Sweetwater Energy has developed world-leading biomass refining technology which can efficiently extract highly valuablee, renewable resources from biomass to help meet the world’s increasing bioenergy and biochemical needs.
"
928,SwipeRx (formerly mClinica),https://www.swiperxapp.com/,Endeavor Philippines ,          Farouk Merali ,"SwipeRx, formerly mClinica, is the is the largest network of pharmacies in southeast Asia connecting over 235,000 pharmacy professionals from 45,000 pharmacies.
"
929,Switcher Studio,https://switcherstudio.com/en/,Endeavor Louisville ,          Nick Mattingly ,"Switcher Studio is a video creation application that helps businesses capture videos from multiple camera angles and edit them in real time, enabling the companies to share their message to the world more effectively.
"
930,SYCHEM,http://www.sychem.gr,Endeavor Greece ,          Alexandros Yfantis ,"SYCHEM is an international manufacturing company specialized in water treatment and desalination systems and electromechanical energy saving projects.
"
931,Synergy Efficiency Solutions,https://synergy.id/,Endeavor Indonesia ,"          Steven Piro ,           Cowan Finch ","Synergy Efficiency Solutions (SES) designs sustainable and energy efficient green buildings and retrofits old inefficient buildings in SEA.
"
932,T.A. Telecom,http://www.tatelecom.com,Endeavor Egypt ,          Cherif Radi  ,"Harnessing the power of big data, TA Telecom builds mobile content platforms, apps, and analytic tools that drive revenue.
"
933,TADA,https://usetada.com/,Endeavor Indonesia ,          Antonius Taufan ,"TADA provides an end-to-end customer retention platform for businesses to accelerate growth, improve sustainability, and maximize Customer Lifetime Value.
"
934,Talent Garden,http://www.talentgarden.org/,Endeavor Italy ,          Davide Dattoli  ,"Talent Garden is the largest European network of coworking spaces specializing in digital media companies.
"
935,TalentS,http://www.talentskca.com,Endeavor Saudi Arabia ,"          Saeed Saeed ,           Amr AlMadani ","TalentS is an educational platform designed to create a passion for science, technology, math and engineering in young minds.
"
936,Tamatem,https://tamatem.co,Endeavor Jordan ,"          Hussam Hammo ,            Eyad Al Basheer ","Tamatem is the leading mobile games publisher in the Arabic speaking market, partnering with international game developers to localize and make their games culturally relevant for the Arab gamer.
"
937,Tangelo,https://www.tangelolatam.com/,Endeavor Colombia ,"          Tarek El Sherif ,           Martin Schrimpff ","Tangelo leverages its proprietary technology platform and AI scoring model to provide online credit products to underserved consumers and SMEs in Colombia, and more recently in Mexico.
"
